1,0,0
1,0,1
1,0,2
1,0,3
1,0,4
1,0,5
1,0,6
1,0,7
1,0,8
1,0,9
1,0,10
1,0,11
1,0,12
1,0,13
1,0,14
1,0,15
1,0,16
1,0,17
1,0,18
1,0,19
1,1,0
1,1,1
1,1,2
1,1,3
1,1,4
1,1,18
1,1,19
1,2,0
1,2,1
1,2,2
1,2,3
1,2,4
1,2,18
1,2,19
1,3,0
1,3,1
1,3,2
1,3,3
1,3,4
1,3,18
1,3,19
1,4,0
1,4,1
1,4,2
1,4,3
1,4,4
1,4,18
1,4,19
1,5,0
1,5,1
1,5,2
1,5,3
1,5,4
1,5,18
1,5,19
1,6,0
1,6,1
1,6,2
1,6,3
1,6,4
1,6,18
1,6,19
1,7,0
1,7,1
1,7,2
1,7,3
1,7,4
1,7,18
1,7,19
1,8,0
1,8,1
1,8,2
1,8,3
1,8,4
4,8,17
4,8,18
1,8,19
1,9,0
1,9,1
1,9,2
1,9,3
1,9,4
2,9,9
4,9,17
4,9,18
1,9,19
1,10,0
1,10,1
1,10,2
1,10,3
1,10,4
4,10,17
4,10,18
1,10,19
1,11,0
1,11,1
1,11,2
1,11,3
1,11,4
1,11,9
1,11,10
1,11,11
1,11,12
1,11,18
1,11,19
1,12,0
1,12,1
1,12,2
1,12,3
1,12,4
1,12,9
1,12,10
1,12,11
1,12,12
1,12,18
1,12,19
1,13,0
1,13,1
1,13,2
1,13,3
1,13,4
1,13,9
1,13,10
1,13,11
1,13,12
1,13,18
1,13,19
1,14,0
1,14,1
1,14,2
1,14,3
1,14,4
1,14,9
1,14,10
1,14,11
1,14,12
1,14,18
1,14,19
1,15,0
1,15,1
1,15,2
1,15,3
1,15,4
1,15,18
1,15,19
1,16,0
1,16,1
1,16,2
1,16,3
1,16,4
1,16,18
1,16,19
1,17,0
1,17,1
1,17,2
1,17,3
1,17,4
1,17,18
1,17,19
1,18,0
1,18,1
1,18,2
1,18,3
1,18,4
1,18,18
1,18,19
1,19,0
1,19,1
1,19,2
1,19,3
1,19,4
1,19,18
1,19,19
1,20,0
1,20,1
1,20,2
1,20,3
1,20,4
1,20,18
1,20,19
1,21,0
1,21,1
1,21,2
1,21,3
1,21,4
1,21,18
1,21,19
1,22,0
1,22,1
1,22,2
1,22,3
1,22,4
1,22,18
1,22,19
1,23,0
1,23,1
1,23,2
1,23,3
1,23,4
1,23,5
1,23,6
1,23,7
1,23,8
1,23,9
1,23,10
1,23,11
1,23,12
1,23,13
1,23,14
1,23,15
1,23,16
1,23,17
1,23,18
1,23,19
1,0,0
1,0,1
1,0,2
1,0,3
1,0,4
1,0,5
1,0,6
1,0,7
1,0,8
1,0,9
1,0,10
1,0,11
1,0,12
1,0,13
1,0,14
1,0,15
1,0,16
1,0,17
1,0,18
1,0,19
1,1,0
1,1,1
1,1,2
1,1,3
1,1,4
1,1,18
1,1,19
1,2,0
1,2,1
1,2,2
1,2,3
1,2,4
1,2,18
1,2,19
1,3,0
1,3,1
1,3,2
1,3,3
1,3,4
1,3,18
1,3,19
1,4,0
1,4,1
1,4,2
1,4,3
1,4,4
1,4,18
1,4,19
1,5,0
1,5,1
1,5,2
1,5,3
1,5,4
1,5,18
1,5,19
1,6,0
1,6,1
1,6,2
1,6,3
1,6,4
1,6,18
1,6,19
1,7,0
1,7,1
1,7,2
1,7,3
1,7,4
1,7,18
1,7,19
1,8,0
1,8,1
1,8,2
1,8,3
1,8,4
1,8,18
1,8,19
1,9,0
1,9,1
1,9,2
1,9,3
1,9,4
2,9,9
4,9,17
1,9,18
1,9,19
1,10,0
1,10,1
1,10,2
1,10,3
1,10,4
4,10,17
1,10,18
1,10,19
1,11,0
1,11,1
1,11,2
1,11,3
1,11,4
1,11,9
1,11,10
1,11,11
1,11,12
1,11,18
1,11,19
1,12,0
1,12,1
1,12,2
1,12,3
1,12,4
1,12,9
1,12,10
1,12,11
1,12,12
1,12,18
1,12,19
1,13,0
1,13,1
1,13,2
1,13,3
1,13,4
1,13,9
1,13,10
1,13,11
1,13,12
1,13,18
1,13,19
1,14,0
1,14,1
1,14,2
1,14,3
1,14,4
1,14,9
1,14,10
1,14,11
1,14,12
1,14,18
1,14,19
1,15,0
1,15,1
1,15,2
1,15,3
1,15,4
1,15,18
1,15,19
1,16,0
1,16,1
1,16,2
1,16,3
1,16,4
1,16,18
1,16,19
1,17,0
1,17,1
1,17,2
1,17,3
1,17,4
1,17,18
1,17,19
1,18,0
1,18,1
1,18,2
1,18,3
1,18,4
1,18,18
1,18,19
1,19,0
1,19,1
1,19,2
1,19,3
1,19,4
1,19,18
1,19,19
1,20,0
1,20,1
1,20,2
1,20,3
1,20,4
1,20,18
1,20,19
1,21,0
1,21,1
1,21,2
1,21,3
1,21,4
1,21,18
1,21,19
1,22,0
1,22,1
1,22,2
1,22,3
1,22,4
1,22,18
1,22,19
1,23,0
1,23,1
1,23,2
1,23,3
1,23,4
1,23,5
1,23,6
1,23,7
1,23,8
1,23,9
1,23,10
1,23,11
1,23,12
1,23,13
1,23,14
1,23,15
1,23,16
1,23,17
1,23,18
1,23,19
