3,2,16
3,2,17
3,2,18
3,2,19
3,3,16
3,3,17
3,3,18
3,3,19
3,4,16
3,4,17
3,4,18
3,4,19
3,5,16
3,5,17
3,5,18
3,5,19
3,6,15
3,6,16
3,6,17
3,6,18
3,6,19
3,7,15
3,7,16
3,7,17
3,7,18
3,7,19
3,7,20
3,7,21
3,8,15
3,8,16
3,8,17
3,8,18
3,8,19
3,8,20
3,8,21
3,9,17
3,9,18
3,9,19
3,9,20
3,9,21
3,11,26
3,11,27
3,11,28
3,11,29
3,11,30
3,11,31
3,12,26
3,12,27
3,12,28
3,12,29
3,12,30
3,12,31
3,13,26
3,13,27
3,13,28
3,13,29
3,13,30
3,13,31
3,14,26
3,14,27
3,14,28
3,14,29
3,14,30
3,14,31
3,15,26
3,15,27
3,15,28
3,15,29
3,15,30
3,15,31
3,16,26
3,16,27
3,16,28
3,16,29
3,16,30
3,16,31
