1,0,3
1,0,4
1,0,5
1,0,10
1,0,14
1,0,16
1,0,17
1,0,18
1,1,2
1,1,3
1,1,4
1,1,10
1,1,14
1,1,17
1,1,18
1,2,1
1,2,2
1,2,3
1,2,4
1,2,10
1,2,11
1,2,12
1,2,13
1,2,14
1,2,18
1,3,1
1,3,2
1,3,3
1,3,4
1,3,18
1,4,1
1,4,2
1,4,3
1,4,4
1,4,18
1,5,0
1,5,1
1,5,2
1,5,3
1,5,4
1,5,18
1,6,3
1,6,4
1,6,5
1,6,6
1,6,7
1,6,18
1,7,6
1,7,7
1,7,18
1,8,6
1,8,7
1,8,18
1,9,6
1,9,7
1,9,18
1,10,6
1,10,7
1,10,18
1,11,6
1,11,7
2,11,10
4,11,17
1,11,18
1,12,6
1,12,7
4,12,17
1,12,18
1,13,6
1,13,7
1,13,18
1,14,6
1,14,7
1,14,18
1,15,6
1,15,7
1,15,18
1,16,6
1,16,7
1,16,18
1,17,3
1,17,4
1,17,5
1,17,6
1,17,7
1,17,18
1,18,2
1,18,3
1,18,4
1,18,12
1,18,13
1,18,14
1,18,15
1,18,18
1,19,2
1,19,3
1,19,12
1,19,13
1,19,14
1,19,15
1,19,18
1,20,2
1,20,3
1,20,12
1,20,13
1,20,14
1,20,15
1,20,18
1,21,2
1,21,3
1,21,18
1,22,2
1,22,3
1,22,4
1,22,17
1,22,18
1,23,2
1,23,3
1,23,4
1,23,5
1,23,16
1,23,17
1,23,18
